tenant_id,meter_id,data_time,cr_id,meter_no,collection_time,working_flow,standard_flow,working_num,standard_num,pressure,temperature
9999,130325000005,2015-11-30 17:00:22,13042700,120712535,2015-11-30 17:00:22,,37.1698,,452354.0,103.6504,14.1836
9999,130325000005,2015-11-30 18:30:20,13043745,120712535,2015-11-30 18:30:20,,37.123000000000005,,452411.0,103.7031,13.7312
9999,130325000005,2015-11-30 19:00:04,13043967,120712535,2015-11-30 19:00:04,,37.1152,,452428.0,103.7031,13.9153
9999,130325000005,2015-11-30 19:30:02,13044315,120712535,2015-11-30 19:30:02,,37.1734,,452447.0,103.7754,14.2983
9999,130325000005,2015-11-30 20:00:04,13044778,120712535,2015-11-30 20:00:04,,37.2041,,452466.0,103.7539,14.4253
9999,130325000005,2015-11-30 20:30:12,13045341,120712535,2015-11-30 20:30:12,,37.1546,,452484.0,103.9004,13.7656
9999,130325000005,2015-11-30 21:00:03,13045761,120712535,2015-11-30 21:00:03,,37.2584,,452503.0,103.8262,13.6387
9999,130325000005,2015-11-30 22:00:07,13046636,120712535,2015-11-30 22:00:07,,37.2187,,452540.0,103.8574,12.7429
9999,130325000005,2015-11-30 23:00:03,13047188,120712535,2015-11-30 23:00:03,,37.321,,452577.0,103.9238,12.9297
9999,130325000005,2015-12-01 00:00:04,13047838,120712535,2015-12-01 00:00:04,,37.1969,,452615.0,103.8652,12.9287
9999,130325000005,2015-12-01 00:30:06,13048163,120712535,2015-12-01 00:30:06,,37.1957,,452633.0,103.8867,12.5525
9999,130325000005,2015-12-01 01:00:10,13048604,120712535,2015-12-01 01:00:10,,37.3284,,452652.0,103.9609,13.1184
9999,130325000005,2015-12-01 01:30:04,13048861,120712535,2015-12-01 01:30:04,,37.2853,,452671.0,103.7637,13.0115
9999,130325000005,2015-12-01 02:00:06,13049250,120712535,2015-12-01 02:00:06,,37.1587,,452688.0,103.9609,12.4585
9999,130325000005,2015-12-01 03:30:09,13050154,120712535,2015-12-01 03:30:09,,37.2645,,452744.0,103.7715,11.3035
9999,130325000005,2015-12-01 04:00:07,13050491,120712535,2015-12-01 04:00:07,,37.0969,,452763.0,103.9395,12.4956
9999,130325000005,2015-12-01 04:30:10,13050836,120712535,2015-12-01 04:30:10,,37.3311,,452782.0,103.9609,12.3069
9999,130325000005,2015-12-01 05:00:09,13051196,120712535,2015-12-01 05:00:09,,37.1737,,452801.0,103.8945,12.5754
9999,130325000005,2015-12-01 06:00:10,13051894,120712535,2015-12-01 06:00:10,,37.2137,,452838.0,103.8652,12.1968
9999,130325000005,2015-12-01 07:00:02,13052413,120712535,2015-12-01 07:00:02,,37.3069,,452875.0,103.916,11.6343
9999,130325000005,2015-12-01 07:30:05,13052774,120712535,2015-12-01 07:30:05,,37.2536,,452893.0,103.8945,11.3584
9999,130325000005,2015-12-01 08:00:03,13053002,120712535,2015-12-01 08:00:03,,37.1338,,452912.0,103.7715,12.0283
9999,130325000005,2015-12-01 08:30:03,13053392,120712535,2015-12-01 08:30:03,,37.2144,,452930.0,103.8672,11.5642
9999,130325000005,2015-12-01 09:00:11,13053906,120712535,2015-12-01 09:00:11,,37.2538,,452949.0,103.9473,11.8501
9999,130325000005,2015-12-01 09:30:06,13054222,120712535,2015-12-01 09:30:06,,37.209,,452968.0,103.8731,11.7551
9999,130325000005,2015-12-01 10:00:05,13054455,120712535,2015-12-01 10:00:05,,37.1721,,452986.0,103.8008,11.571
9999,130325000005,2015-12-01 10:30:14,13054931,120712535,2015-12-01 10:30:14,,37.2844,,453005.0,103.875,11.959000000000001
9999,130325000005,2015-12-01 11:30:05,13055449,120712535,2015-12-01 11:30:05,,37.4984,,453042.0,103.9395,13.6289
9999,130325000005,2015-12-01 12:30:07,13056147,120712535,2015-12-01 12:30:07,,37.4612,,453079.0,103.8848,16.4248
9999,130325000005,2015-12-01 13:00:07,13056362,120712535,2015-12-01 13:00:07,,37.2102,,453098.0,103.7793,16.9399
9999,130325000005,2015-12-01 14:00:02,13056913,120712535,2015-12-01 14:00:02,,37.0838,,453135.0,103.7129,17.8496
9999,130325000005,2015-12-01 14:30:07,13057245,120712535,2015-12-01 14:30:07,,37.0866,,453153.0,103.8281,18.2944
9999,130325000005,2015-12-01 15:00:03,13057592,120712535,2015-12-01 15:00:03,,37.0232,,453172.0,103.8281,17.3579
9999,130325000005,2015-12-01 16:30:10,13057912,120712535,2015-12-01 16:30:10,,37.1366,,453228.0,103.8203,14.46
9999,130325000005,2015-12-01 18:00:07,13058157,120712535,2015-12-01 18:00:07,,37.1271,,453284.0,103.8496,12.4634
9999,130325000005,2015-12-01 18:30:12,13058667,120712535,2015-12-01 18:30:12,,37.2603,,453302.0,103.9004,12.3821
9999,130325000005,2015-12-01 19:00:16,13059274,120712535,2015-12-01 19:00:16,,37.1895,,453321.0,103.7852,13.0195
9999,130325000005,2015-12-01 19:30:14,13059781,120712535,2015-12-01 19:30:14,,37.2459,,453339.0,103.9082,12.4705
9999,130325000005,2015-12-01 20:00:16,13060292,120712535,2015-12-01 20:00:16,,37.4113,,453358.0,103.9316,12.1228
9999,130325000005,2015-12-01 21:00:19,13061049,120712535,2015-12-01 21:00:19,,37.3415,,453396.0,103.9102,12.3809
9999,130325000005,2015-12-01 21:30:17,13061404,120712535,2015-12-01 21:30:17,,37.285,,453414.0,103.9824,13.0208
9999,130325000005,2015-12-01 23:00:15,13062333,120712535,2015-12-01 23:00:15,,37.3262,,453470.0,103.8164,12.2722
9999,130325000005,2015-12-01 23:30:02,13062484,120712535,2015-12-01 23:30:02,,37.3745,,453489.0,103.9395,13.1401
9999,130325000005,2015-12-02 00:00:05,13062880,120712535,2015-12-02 00:00:05,,37.264,,453508.0,103.79299999999999,12.1255
9999,130325000005,2015-12-02 01:00:21,13063666,120712535,2015-12-02 01:00:21,,37.2816,,453544.0,103.79299999999999,12.5645
9999,130325000005,2015-12-02 01:30:16,13063950,120712535,2015-12-02 01:30:16,,37.3769,,453563.0,103.8359,12.4873
9999,130325000005,2015-12-02 03:30:05,13065168,120712535,2015-12-02 03:30:05,,37.3258,,453638.0,103.5723,11.6677
9999,130325000005,2015-12-02 06:30:15,13067247,120712535,2015-12-02 06:30:15,,37.207,,453749.0,103.8008,12.1475
9999,130325000005,2015-12-02 08:00:21,13068353,120712535,2015-12-02 08:00:21,,37.1041,,453804.0,103.75,11.6699
9999,130325000005,2015-12-02 09:00:10,13069087,120712535,2015-12-02 09:00:10,,37.3209,,453842.0,103.70700000000001,11.9443
9999,130325000005,2015-12-02 10:30:21,13070208,120712535,2015-12-02 10:30:21,,37.5024,,453897.0,103.8711,11.0596
9999,130325000005,2015-12-02 11:00:23,13070551,120712535,2015-12-02 11:00:23,,37.6814,,453916.0,103.875,10.3733
9999,130325000005,2015-12-02 12:00:15,13071110,120712535,2015-12-02 12:00:15,,37.6839,,453953.0,103.875,10.0085
9999,130325000005,2015-12-02 13:30:16,13071410,120712535,2015-12-02 13:30:16,,37.8419,,454011.0,103.6973,10.3381
9999,130325000005,2015-12-02 14:00:16,13071683,120712535,2015-12-02 14:00:16,,37.5927,,454030.0,103.6953,12.3325
9999,130325000005,2015-12-02 16:30:05,13072640,120712535,2015-12-02 16:30:05,,37.4262,,454123.0,103.625,11.8979
9999,130325000005,2015-12-02 17:00:22,13073230,120712535,2015-12-02 17:00:22,,37.3843,,454142.0,103.625,12.6313
9999,130325000005,2015-12-02 17:30:16,13073705,120712535,2015-12-02 17:30:16,,37.3981,,454161.0,103.625,11.5396
9999,130325000005,2015-12-02 19:30:25,13075250,120712535,2015-12-02 19:30:25,,37.4528,,454235.0,103.5801,12.3074
9999,130325000005,2015-12-02 20:00:20,13075546,120712535,2015-12-02 20:00:20,,37.3083,,454253.0,103.6035,12.0205
9999,130325000005,2015-12-02 20:30:24,13075920,120712535,2015-12-02 20:30:24,,37.3228,,454272.0,103.6465,11.824000000000002
9999,130325000005,2015-12-02 21:00:23,13076271,120712535,2015-12-02 21:00:23,,37.3774,,454291.0,103.6035,12.0103
9999,130325000005,2015-12-02 21:30:26,13076681,120712535,2015-12-02 21:30:26,,37.2618,,454310.0,103.5801,12.1846
9999,130325000005,2015-12-02 22:30:26,13077331,120712535,2015-12-02 22:30:26,,37.2585,,454347.0,103.6035,11.7292
9999,130325000005,2015-12-03 00:00:20,13078352,120712535,2015-12-03 00:00:20,,37.2782,,454402.0,103.625,11.2683
9999,130325000005,2015-12-03 00:30:21,13078678,120712535,2015-12-03 00:30:21,,37.2955,,454421.0,103.6699,11.2703
9999,130325000005,2015-12-03 03:30:03,13080562,120712535,2015-12-03 03:30:03,,37.2553,,454533.0,103.5078,11.7329
9999,130325000005,2015-12-03 05:30:23,13082119,120712535,2015-12-03 05:30:23,,37.3786,,454608.0,103.5606,10.7212
9999,130325000005,2015-12-03 06:30:16,13082842,120712535,2015-12-03 06:30:16,,37.4042,,454644.0,103.5293,12.1147
9999,130325000005,2015-12-03 07:30:18,13083503,120712535,2015-12-03 07:30:18,,37.2625,,454682.0,103.4063,11.7314
9999,130325000005,2015-12-03 09:30:30,13084932,120712535,2015-12-03 09:30:30,,37.3089,,454757.0,103.5,12.0024
9999,130325000005,2015-12-03 10:00:34,13085308,120712535,2015-12-03 10:00:34,,37.1983,,454776.0,103.4356,11.5398
9999,130325000005,2015-12-03 10:30:37,13085714,120712535,2015-12-03 10:30:37,,97.1403,,454814.0,102.9297,8.1467
9999,130325000005,2015-12-03 11:00:07,13085900,120712535,2015-12-03 11:00:07,,38.2382,,454838.0,103.7461,10.8638
9999,130325000005,2015-12-03 12:00:35,13086691,120712535,2015-12-03 12:00:35,,37.9391,,454876.0,103.8613,11.0083
9999,130325000005,2015-12-03 12:30:16,13086948,120712535,2015-12-03 12:30:16,,37.9982,,454895.0,103.8535,11.1956
9999,130325000005,2015-12-03 13:00:04,13087109,120712535,2015-12-03 13:00:04,,37.881,,454914.0,103.6856,11.1677
9999,130325000005,2015-12-03 13:30:02,13087515,120712535,2015-12-03 13:30:02,,37.891,,454933.0,103.70700000000001,10.9778
9999,130325000005,2015-12-03 14:00:09,13088134,120712535,2015-12-03 14:00:09,,37.8625,,454952.0,103.5606,11.6377
9999,130325000005,2015-12-03 14:30:06,13088599,120712535,2015-12-03 14:30:06,,37.7671,,454971.0,103.5801,11.8196
9999,130325000005,2015-12-03 16:00:04,13089717,120712535,2015-12-03 16:00:04,,38.054,,455028.0,103.7051,10.5623
9999,130325000005,2015-12-03 17:00:06,13090503,120712535,2015-12-03 17:00:06,,37.9147,,455066.0,103.6641,10.9219
9999,130325000005,2015-12-03 17:30:05,13090707,120712535,2015-12-03 17:30:05,,37.9622,,455085.0,103.5606,11.3652
9999,130325000005,2015-12-03 18:00:14,13091180,120712535,2015-12-03 18:00:14,,37.8245,,455104.0,103.5801,11.104000000000001
9999,130325000005,2015-12-03 19:00:07,13091361,120712535,2015-12-03 19:00:07,,37.8477,,455142.0,103.5391,11.2622
9999,130325000005,2015-12-03 19:30:27,13092063,120712535,2015-12-03 19:30:27,,37.8133,,455161.0,103.5391,11.1785
9999,130325000005,2015-12-03 20:00:24,13092576,120712535,2015-12-03 20:00:24,,37.9047,,455180.0,103.5606,11.5649
9999,130325000005,2015-12-03 20:30:21,13093042,120712535,2015-12-03 20:30:21,,37.8046,,455199.0,103.58200000000001,11.9395
9999,130325000005,2015-12-03 22:00:23,13094242,120712535,2015-12-03 22:00:23,,37.7776,,455255.0,103.6035,11.4653
9999,130325000005,2015-12-03 23:00:28,13094869,120712535,2015-12-03 23:00:28,,37.7985,,455292.0,103.5391,11.7478
9999,130325000005,2015-12-04 01:00:18,13096205,120712535,2015-12-04 01:00:18,,37.8816,,455368.0,103.6016,9.834
9999,130325000005,2015-12-04 01:30:18,13096610,120712535,2015-12-04 01:30:18,,37.8556,,455387.0,103.5488,10.479000000000001
9999,130325000005,2015-12-04 03:30:21,13098075,120712535,2015-12-04 03:30:21,,37.7178,,455463.0,103.4238,11.0205
9999,130325000005,2015-12-04 04:00:19,13098317,120712535,2015-12-04 04:00:19,,37.8218,,455482.0,103.4961,10.925999999999998
9999,130325000005,2015-12-04 05:00:21,13098961,120712535,2015-12-04 05:00:21,,37.766,,455519.0,103.5176,10.4624
9999,130325000005,2015-12-04 06:00:18,13099692,120712535,2015-12-04 06:00:18,,37.7459,,455557.0,103.5391,11.4976
9999,130325000005,2015-12-04 07:00:18,13100407,120712535,2015-12-04 07:00:18,,37.739000000000004,,455595.0,103.3926,11.1064
9999,130325000005,2015-12-04 08:00:26,13101165,120712535,2015-12-04 08:00:26,,37.7641,,455633.0,103.3711,11.2932
9999,130325000005,2015-12-04 08:30:26,13101471,120712535,2015-12-04 08:30:26,,37.584,,455651.0,103.1543,11.1099
9999,130325000005,2015-12-04 09:00:29,13101846,120712535,2015-12-04 09:00:29,,37.4551,,455670.0,103.2461,10.7405
9999,130325000005,2015-12-04 09:30:28,13102234,120712535,2015-12-04 09:30:28,,37.4679,,455689.0,103.1758,10.9124
9999,130325000005,2015-12-04 10:00:33,13102560,120712535,2015-12-04 10:00:33,,37.5733,,455708.0,103.2695,11.29
9999,130325000005,2015-12-04 12:00:30,13103799,120712535,2015-12-04 12:00:30,,37.5659,,455782.0,103.2481,11.2969
9999,130325000005,2015-12-04 13:30:28,13104867,120712535,2015-12-04 13:30:28,,37.5377,,455839.0,103.2168,11.0942
9999,130325000005,2015-12-04 15:30:27,13106276,120712535,2015-12-04 15:30:27,,37.4549,,455915.0,103.0273,11.3547
9999,130325000005,2015-12-04 16:00:15,13106553,120712535,2015-12-04 16:00:15,,37.7748,,455932.0,103.2266,10.7339
9999,130325000005,2015-12-04 16:30:10,13106862,120712535,2015-12-04 16:30:10,,37.6749,,455951.0,103.0586,10.8232
9999,130325000005,2015-12-04 17:30:30,13107859,120712535,2015-12-04 17:30:30,,37.535,,455989.0,103.0273,11.1028
9999,130325000005,2015-12-04 18:00:13,13108303,120712535,2015-12-04 18:00:13,,37.4888,,456008.0,103.0273,11.3701
9999,130325000005,2015-12-04 18:30:07,13108791,120712535,2015-12-04 18:30:07,,37.5105,,456027.0,103.1016,11.3684
9999,130325000005,2015-12-04 19:00:02,13109240,120712535,2015-12-04 19:00:02,,37.5849,,456046.0,103.0801,11.0962
9999,130325000005,2015-12-04 19:30:05,13109700,120712535,2015-12-04 19:30:05,,37.5484,,456065.0,103.0586,10.7278
9999,130325000005,2015-12-04 20:00:04,13109999,120712535,2015-12-04 20:00:04,,37.5993,,456084.0,103.0801,10.9954
9999,130325000005,2015-12-04 20:30:03,13110364,120712535,2015-12-04 20:30:03,,37.5487,,456101.0,103.0801,10.6409
9999,130325000005,2015-12-04 21:00:03,13110645,120712535,2015-12-04 21:00:03,,37.5206,,456120.0,103.0059,10.4602
9999,130325000005,2015-12-04 21:30:03,13110987,120712535,2015-12-04 21:30:03,,37.5669,,456139.0,103.0801,10.8298
9999,130325000005,2015-12-04 22:00:02,13111354,120712535,2015-12-04 22:00:02,,37.5954,,456158.0,102.9863,11.1096
9999,130325000005,2015-12-04 22:30:05,13111748,120712535,2015-12-04 22:30:05,,37.5805,,456177.0,103.1016,11.2092
9999,130325000005,2015-12-04 23:00:04,13112090,120712535,2015-12-04 23:00:04,,37.5536,,456196.0,103.0273,10.5405
9999,130325000005,2015-12-04 23:30:04,13112457,120712535,2015-12-04 23:30:04,,37.5803,,456215.0,102.9863,10.8389
9999,130325000005,2015-12-05 00:00:06,13112832,120712535,2015-12-05 00:00:06,,37.5103,,456234.0,103.0273,10.9204
