am_id,begin_standard_num,begin_time,end_standard_num,end_time,meter_id,meter_no,standard_qty,tenant_id,time_granularity,cust_id,begin_working_num,end_working_num,working_qty,am_state
20190917000156372116,449091.0,2015-11-26 16:54:58,449094.0,2015-11-26 17:00:02,130325000005,120712535,3.0,9999,2,,,,,1
20190917000156330003,449094.0,2015-11-26 17:00:02,449150.0,2015-11-26 18:30:27,130325000005,120712535,56.0,9999,2,,,,,1
20190917000156308606,449150.0,2015-11-26 18:30:27,449168.0,2015-11-26 19:00:28,130325000005,120712535,18.0,9999,2,,,,,1
20190917000156809325,449168.0,2015-11-26 19:00:28,449206.0,2015-11-26 20:00:13,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156657592,449206.0,2015-11-26 20:00:13,449262.0,2015-11-26 21:30:19,130325000005,120712535,56.0,9999,2,,,,,1
20190917000156364207,449262.0,2015-11-26 21:30:19,449298.0,2015-11-26 22:30:29,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156867646,449298.0,2015-11-26 22:30:29,449372.0,2015-11-27 00:30:22,130325000005,120712535,74.0,9999,2,,,,,1
20190917000156156761,449372.0,2015-11-27 00:30:22,449428.0,2015-11-27 03:00:19,130325000005,120712535,56.0,9999,2,,,,,1
2019091700015644352,449428.0,2015-11-27 03:00:19,449483.0,2015-11-27 04:30:22,130325000005,120712535,55.0,9999,2,,,,,1
20190917000156243533,449483.0,2015-11-27 04:30:22,449502.0,2015-11-27 05:00:21,130325000005,120712535,19.0,9999,2,,,,,1
20190917000156864545,449502.0,2015-11-27 05:00:21,449594.0,2015-11-27 07:30:22,130325000005,120712535,92.0,9999,2,,,,,1
20190917000156567441,449594.0,2015-11-27 07:30:22,449631.0,2015-11-27 08:30:24,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156482936,449631.0,2015-11-27 08:30:24,449650.0,2015-11-27 09:00:22,130325000005,120712535,19.0,9999,2,,,,,1
20190917000156104343,449650.0,2015-11-27 09:00:22,449704.0,2015-11-27 10:30:16,130325000005,120712535,54.0,9999,2,,,,,1
20190917000156851883,449704.0,2015-11-27 10:30:16,449723.0,2015-11-27 11:00:25,130325000005,120712535,19.0,9999,2,,,,,1
20190917000156618992,449723.0,2015-11-27 11:00:25,451492.0,2015-11-29 15:00:11,130325000005,120712535,1769.0,9999,2,,,,,1
20190917000156533085,451492.0,2015-11-29 15:00:11,451501.0,2015-11-29 16:00:14,130325000005,120712535,9.0,9999,2,,,,,1
20190917000156702051,451501.0,2015-11-29 16:00:14,451537.0,2015-11-29 17:00:03,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156735973,451537.0,2015-11-29 17:00:03,451574.0,2015-11-29 18:00:06,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156917899,451574.0,2015-11-29 18:00:06,451612.0,2015-11-29 19:00:03,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156797725,451612.0,2015-11-29 19:00:03,451648.0,2015-11-29 20:00:03,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156959880,451648.0,2015-11-29 20:00:03,451685.0,2015-11-29 21:00:05,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156520119,451685.0,2015-11-29 21:00:05,451723.0,2015-11-29 22:00:05,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156289707,451723.0,2015-11-29 22:00:05,451759.0,2015-11-29 23:00:14,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156503571,451759.0,2015-11-29 23:00:14,451781.0,2015-11-30 00:00:06,130325000005,120712535,22.0,9999,2,,,,,1
20190917000156159506,451781.0,2015-11-30 00:00:06,451798.0,2015-11-30 01:00:03,130325000005,120712535,17.0,9999,2,,,,,1
20190917000156373401,451798.0,2015-11-30 01:00:03,451834.0,2015-11-30 02:00:09,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156932014,451834.0,2015-11-30 02:00:09,451872.0,2015-11-30 03:00:04,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156361052,451872.0,2015-11-30 03:00:04,451908.0,2015-11-30 04:00:02,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156244065,451908.0,2015-11-30 04:00:02,451946.0,2015-11-30 05:00:06,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156753217,451946.0,2015-11-30 05:00:06,451982.0,2015-11-30 06:00:03,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156267011,451982.0,2015-11-30 06:00:03,452019.0,2015-11-30 07:00:03,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156964280,452019.0,2015-11-30 07:00:03,452045.0,2015-11-30 08:00:03,130325000005,120712535,26.0,9999,2,,,,,1
20190917000156774605,452045.0,2015-11-30 08:00:03,452057.0,2015-11-30 09:00:03,130325000005,120712535,12.0,9999,2,,,,,1
2019091700015683043,452057.0,2015-11-30 09:00:03,452095.0,2015-11-30 10:00:27,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156472008,452095.0,2015-11-30 10:00:27,452131.0,2015-11-30 11:00:07,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156875228,452131.0,2015-11-30 11:00:07,452299.0,2015-11-30 15:30:09,130325000005,120712535,168.0,9999,2,,,,,1
20190917000156382616,452299.0,2015-11-30 15:30:09,452354.0,2015-11-30 17:00:22,130325000005,120712535,55.0,9999,2,,,,,1
20190917000156910592,452354.0,2015-11-30 17:00:22,452411.0,2015-11-30 18:30:20,130325000005,120712535,57.0,9999,2,,,,,1
2019091700015657084,452411.0,2015-11-30 18:30:20,452428.0,2015-11-30 19:00:04,130325000005,120712535,17.0,9999,2,,,,,1
20190917000156990067,452428.0,2015-11-30 19:00:04,452466.0,2015-11-30 20:00:04,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156562335,452466.0,2015-11-30 20:00:04,452503.0,2015-11-30 21:00:03,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156830740,452503.0,2015-11-30 21:00:03,452540.0,2015-11-30 22:00:07,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156939485,452540.0,2015-11-30 22:00:07,452577.0,2015-11-30 23:00:03,130325000005,120712535,37.0,9999,2,,,,,1
2019091700015660098,452577.0,2015-11-30 23:00:03,452615.0,2015-12-01 00:00:04,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156196505,452615.0,2015-12-01 00:00:04,452652.0,2015-12-01 01:00:10,130325000005,120712535,37.0,9999,2,,,,,1
20190917000156765968,452652.0,2015-12-01 01:00:10,452688.0,2015-12-01 02:00:06,130325000005,120712535,36.0,9999,2,,,,,1
20190917000156109052,452688.0,2015-12-01 02:00:06,452744.0,2015-12-01 03:30:09,130325000005,120712535,56.0,9999,2,,,,,1
20190917000156749825,452744.0,2015-12-01 03:30:09,452763.0,2015-12-01 04:00:07,130325000005,120712535,19.0,9999,2,,,,,1
20190917000156542201,452763.0,2015-12-01 04:00:07,452801.0,2015-12-01 05:00:09,130325000005,120712535,38.0,9999,2,,,,,1
20190917000156107835,452801.0,2015-12-01 05:00:09,452838.0,2015-12-01 06:00:10,130325000005,120712535,37.0,9999,2,,,,,1
