am_id,begin_standard_num,begin_time,end_standard_num,end_time,meter_id,meter_no,standard_qty,tenant_id,time_granularity,cust_id,begin_working_num,end_working_num,working_qty,am_state
20190918002641477644,31.0,2012-11-06 12:48:02,31.0,2012-11-06 13:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641784827,31.0,2012-11-06 13:00:02,31.0,2012-11-06 14:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641775990,31.0,2012-11-06 14:00:03,31.0,2012-11-06 15:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641661914,31.0,2012-11-06 15:00:02,31.0,2012-11-06 16:00:03,121106000007,121013040,0.0,9999,2,,,,,1
2019091800264133449,31.0,2012-11-06 16:00:03,31.0,2012-11-06 17:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641122670,31.0,2012-11-06 17:00:03,31.0,2012-11-06 18:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641696409,31.0,2012-11-06 18:00:03,31.0,2012-11-06 19:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641130344,31.0,2012-11-06 19:00:03,31.0,2012-11-06 20:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641751915,31.0,2012-11-06 20:00:03,31.0,2012-11-06 21:00:06,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641714261,31.0,2012-11-06 21:00:06,31.0,2012-11-06 22:00:04,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641919177,31.0,2012-11-06 22:00:04,31.0,2012-11-06 23:00:03,121106000007,121013040,0.0,9999,2,,,,,1
2019091800264112850,31.0,2012-11-06 23:00:03,31.0,2012-11-07 00:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641841969,31.0,2012-11-07 00:00:03,31.0,2012-11-07 01:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641678241,31.0,2012-11-07 01:00:02,31.0,2012-11-07 02:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641812541,31.0,2012-11-07 02:00:02,31.0,2012-11-07 03:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641188147,31.0,2012-11-07 03:00:03,31.0,2012-11-07 04:00:03,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641121375,31.0,2012-11-07 04:00:03,31.0,2012-11-07 05:00:03,121106000007,121013040,0.0,9999,2,,,,,1
2019091800264137638,31.0,2012-11-07 05:00:03,31.0,2012-11-07 06:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641887736,31.0,2012-11-07 06:00:02,31.0,2012-11-07 07:00:02,121106000007,121013040,0.0,9999,2,,,,,1
20190918002641470566,31.0,2012-11-07 07:00:02,31.0,2012-11-07 08:00:02,121106000007,121013040,0.0,9999,2,,,,,1
